New mode =, AverageModel , dataset_limit=,700,estimation_limit=,300,estimation_dist=,0.8,estimation_min_group_size=,15,threshold_hit=,0,threshold_distance=,0.5,hit_score=,1,miss_score=,-4,hit_position=,0.5,miss_position=,0.9,nearest_sum_n=,2,queue_sum_n=,1,input_coef_avg_best=,0.1,output_size_avg_best=,0,random_sample_coef=,0.4,input_size_avg_worst=,1500,output_coef_avg_worst=,0
289.232
290.192
291.408
292.2
294.172
295.468
297.988
299.092,0.712709,0.101892,-0.0244185,4.63428,5.49333,-0.115527
301.092,0.712709,0.101892,-0.0244185,2.90349,2.71566,-0.0280092,4.63428,5.49333,-0.115527
302.096,0.712709,0.101892,-0.0244185,3.72451,1.81604,0.00967855,4.63428,5.49333,-0.115527
303.064,1.76038,0.918151,-0.0251524,4.39134,5.08477,-0.287231,-11.1581,1.12762,0.153888
304.112,1.62959,0.814109,-0.0177834,4.39134,5.08477,-0.287231,-11.1581,1.12762,0.153888
305.016,1.62959,0.814109,-0.0177834,4.39134,5.08477,-0.287231,-11.1581,1.12762,0.153888
307.344,1.3692,0.655872,-0.015905,4.39134,5.08477,-0.287231,-11.1581,1.12762,0.153888
309.352,1.37352,0.565998,-0.0203519,4.39134,5.08477,-0.287231
310.748,0.837205,0.266116,0.0113491,4.39134,5.08477,-0.287231
311.38,0.811786,0.224138,0.00964637,4.39877,5.02767,-0.302754
312.596,0.811786,0.224138,0.00964637,4.39877,5.02767,-0.302754
313.504,0.898046,0.258773,0.00409644,4.26333,5.01794,-0.289379
314.54,0.77383,0.0234743,-0.00546419,4.61329,5.01518,-0.240219
318.352,1.25667,0.35878,-0.0169347,4.61329,5.01518,-0.240219
318.98,1.1884,0.408509,-0.0200089,4.61329,5.01518,-0.240219
320.336,-3.78385,-1.62762,0.0485987,1.32646,0.49397,-0.0266004,4.61329,5.01518,-0.240219
321.184,1.16867,0.597466,-0.0223553,4.24412,5.10097,-0.242725
322.46,1.16867,0.597466,-0.0223553,4.24412,5.10097,-0.242725
323.376,1.11142,0.536819,-0.0192252,4.24944,5.04214,-0.255977
324.46,1.55145,1.22004,-0.0550559
325.4,1.64643,1.37842,-0.0538728
326.204,1.59841,1.39747,-0.0567585
327.836,1.58216,1.38581,-0.0577134
330.212,1.40024,1.26122,-0.0437545
331.304,1.54863,1.30225,-0.0398532
332.392,1.54615,1.20366,-0.0413153
333.496,1.51318,1.26231,-0.0542802
334.376,1.4085,1.09051,-0.0575607
335.512,1.4085,1.09051,-0.0575607
336.264,1.41765,1.10044,-0.0581711
338.648,1.42067,1.09221,-0.059625
339.644,0.782402,0.383547,-0.0231175,4.23042,4.4457,-0.285337
340.948,1.16364,0.945618,-0.0483255
342.064,1.13698,0.928268,-0.0464022
343.412,1.19663,0.890208,-0.0562094
345.104,1.11879,0.766388,-0.0592535
345.86,1.17064,0.75231,-0.0581941
346.968,1.15963,0.670975,-0.0594061
348.292,1.18828,0.689118,-0.0555296
350.076,1.2433,0.497574,-0.0464707
351.444,1.2433,0.497574,-0.0464707
352.12,1.28618,0.440306,-0.0600188
353.532,1.24905,0.455947,-0.057305
354.572,1.24905,0.455947,-0.057305
355.872,1.24905,0.455947,-0.057305
357.06,1.19334,0.423665,-0.0569069
358.104,1.1902,0.42454,-0.0555056
360.512,1.15378,0.391052,-0.0558618
361.52,1.05367,0.248802,-0.0561565
362.384,0.96759,0.184659,-0.0502236
364.528,0.733016,-0.0143361,-0.0493909
364.836,0.80762,0.143381,-0.0293657
365.924,0.762606,0.0554857,-0.0270738
366.976,0.591048,-0.142345,-0.0290311
369.488,0.549686,-0.188904,-0.0305789
370.56,0.558271,-0.173288,-0.0300577
371.54,0.574467,-0.172577,-0.027873
372.464,0.574467,-0.172577,-0.027873
373.572,0.519626,-0.223471,-0.0309322
374.576,0.472423,-0.0493709,-0.0255272
375.492,0.400233,-0.01219,-0.0225351
378.096,0.446227,-0.00734101,-0.0230399
379.156,0.446227,-0.00734101,-0.0230399
380.012,0.446227,-0.00734101,-0.0230399
381.456,0.446227,-0.00734101,-0.0230399
382.488,0.542012,0.0967535,-0.0221158
384.092,0.500602,0.161562,-0.0166725
384.988,0.455558,0.129879,-0.0161042
386.132,0.442514,0.0981321,-0.015986
388.996,0.442514,0.0981321,-0.015986
390.004,0.469643,0.126225,-0.0169165
390.84,0.475071,0.150372,-0.0122577
391.896,0.454689,0.1432,-0.00952519
392.9,0.49131,0.161481,-0.00748511
393.852,0.477524,0.173783,-0.00189259
395.028,0.499736,0.206748,-0.000738212
396.004,0.499736,0.206748,-0.000738212
397.076,0.534551,0.193672,0.000285505
397.948,0.540524,0.164274,0.000272699
399.024,0.549466,0.154853,0.000926516
400.08,0.556545,0.149335,-0.000716041
400.988,0.564114,0.180665,-0.00365082
401.9,0.564114,0.180665,-0.00365082
402.88,0.564114,0.180665,-0.00365082
404.02,0.564114,0.180665,-0.00365082
404.98,0.564114,0.180665,-0.00365082
406.484,0.534492,0.163389,-0.00381395
407.616,0.53623,0.141794,-0.00385557
409.12,0.512693,0.110748,-0.00845605
410.084,0.466607,0.0430228,-0.00655551
411.204,0.450861,0.0341222,-0.00568988
412.476,0.459581,0.0600875,-0.00254717
413.448,0.357019,-0.11053,0.00175262
414.58,0.312478,-0.11617,-0.00110922
416.208,0.33506,-0.0959329,-0.00250554
417.652,0.299796,-0.0817593,0.000156708
418.084,0.299796,-0.0817593,0.000156708
419.5,0.299796,-0.0817593,0.000156708
421.084,0.353258,-0.0745869,0.000395863
422.128,0.381865,-0.0349165,0.00137218
423.576,0.405701,-0.0175755,-0.0019504
424.98,0.387225,-0.0197239,0.00116376
426.444,0.394311,-0.0556604,0.00115144
427.544,0.285857,-0.160935,0.00488047
429.168,0.307454,-0.124252,0.00340672
431.596,0.301187,-0.110727,-0.000158975
432.428,0.299771,-0.129631,-0.00165531
434.268,0.338204,-0.0746699,-0.00384791
435.028,0.339204,-0.0968755,-0.00237196
436.62,0.32857,-0.110258,-0.0030149
437.504,0.32857,-0.110258,-0.0030149
438.564,0.347498,-0.0908804,-0.00133405
439.44,0.342838,-0.10796,-0.0040552
440.576,0.345036,-0.0913548,-0.00478188
441.508,0.341803,-0.0937376,-0.00334917
442.572,0.327206,-0.128664,-0.00220342
444.56,0.322215,-0.126712,-0.00350576
446.62,0.322215,-0.126712,-0.00350576
447.116,0.230372,-0.0963627,0.00244757
448.52,0.192491,-0.103923,0.00362965
449.608,0.192491,-0.103923,0.00362965
450.58,0.245161,-0.0694032,0.00229032
451.548,0.239829,-0.0875181,0.00723744
452.596,0.268998,-0.0747819,0.0103124
453.544,0.290318,-0.0525773,0.00912932
455.444,0.290318,-0.0525773,0.00912932
455.9,0.28813,-0.0443869,0.0104185
457.532,0.28813,-0.0443869,0.0104185
458.868,0.310764,-0.0145053,0.00602415
461.42,0.294087,-0.0299806,0.00800848
462.248,0.278428,0.00191617,0.00651043
463.064,0.274435,0.00162888,0.00365926
464.332,0.255042,-0.00795128,0.00262818
465.556,0.229969,-0.00594959,0.00313861
466.58,0.202827,-0.00164244,0.00314409
467.416,0.202827,-0.00164244,0.00314409
468.476,0.202827,-0.00164244,0.00314409
469.66,0.202827,-0.00164244,0.00314409
470.532,0.176107,-0.0193966,-0.000505224
471.82,0.184269,0.0208918,-0.000745656
472.58,0.209135,0.0356436,-0.00144774
473.844,0.209135,0.0356436,-0.00144774
475.464,0.209135,0.0356436,-0.00144774
477.9,0.209135,0.0356436,-0.00144774
479.716,0.209135,0.0356436,-0.00144774
481.172,0.209135,0.0356436,-0.00144774
482.896,0.252686,0.0637279,-0.00303749
484.128,0.252686,0.0637279,-0.00303749
484.952,0.25477,0.0742361,-0.00423161
487.028,0.25477,0.0742361,-0.00423161
488.772,0.270049,0.0558213,-0.0064761
490.264,0.263169,0.0442332,-0.00798159
491.032,0.236773,0.0162764,-0.00615176
492.412,0.236773,0.0162764,-0.00615176
494.408,0.262382,0.00616998,-0.00103888
494.956,0.262382,0.00616998,-0.00103888
496.112,0.262382,0.00616998,-0.00103888
497.308,0.262382,0.00616998,-0.00103888
499.416,0.262382,0.00616998,-0.00103888
500.796,0.262382,0.00616998,-0.00103888
502.22,0.226984,-0.00671146,-0.00177388
503.08,0.208629,-0.00847424,0.00256946
504.544,0.208629,-0.00847424,0.00256946
505.488,0.208629,-0.00847424,0.00256946
506.52,0.1969,-0.0111248,0.00339017
507.488,0.168006,-0.0261212,0.00251413
508.496,0.170267,-0.0211805,0.0017944
511.94,0.170267,-0.0211805,0.0017944
513.22,0.170267,-0.0211805,0.0017944
514.14,0.170267,-0.0211805,0.0017944
515.576,0.163799,-0.0295356,0.00365529
516.496,0.154209,-0.0352722,0.00380691
517.324,0.154209,-0.0352722,0.00380691
518.46,0.154209,-0.0352722,0.00380691
519.532,0.135242,-0.0559609,0.00352918
521.06,0.142579,-0.0667899,-0.000336347
521.668,0.142579,-0.0667899,-0.000336347
523.488,0.143324,-0.0783074,-0.000652568
524.376,0.130773,-0.0789698,-0.00381887
525.996,0.116798,-0.0874094,-1.64781e-05
526.608,0.116798,-0.0874094,-1.64781e-05
528.048,0.116798,-0.0874094,-1.64781e-05
528.736,0.116798,-0.0874094,-1.64781e-05
530.08,0.116798,-0.0874094,-1.64781e-05
531.544,0.116798,-0.0874094,-1.64781e-05
532.612,0.117959,-0.0954358,0.00128224
535.92,0.129465,-0.0760082,-0.000490938
538.504,0.086496,-0.0779359,-0.000762788
540.228,0.106225,-0.0671269,0.00136523
540.616,0.082277,-0.0806929,0.00336264
542.08,0.0685606,-0.0889136,0.00583883
543.16,0.0685606,-0.0889136,0.00583883
544.268,0.047483,-0.0679027,0.00563523
545.388,0.047483,-0.0679027,0.00563523
547,0.047483,-0.0679027,0.00563523
548.104,0.047483,-0.0679027,0.00563523
548.924,0.047483,-0.0679027,0.00563523
550.172,0.039723,-0.0686143,0.0110426
550.724,0.039723,-0.0686143,0.0110426
551.896,-0.00946599,-0.094791,0.0108586
552.996,-0.00868604,-0.0880703,0.0112187
554.056,0.0164343,-0.0771479,0.0108956
555.228,0.0164343,-0.0771479,0.0108956
556.42,0.0371707,-0.06345,0.00695456
557.4,0.0371707,-0.06345,0.00695456
558.516,0.0442041,-0.0612681,0.00957618
559.508,0.0442041,-0.0612681,0.00957618
560.956,0.0442041,-0.0612681,0.00957618
563.06,0.0110912,-0.0897689,0.0115239
563.944,0.00120316,-0.0959906,0.0146734
565.14,-0.018971,-0.119266,0.0137261
566.784,-0.0522835,-0.131532,0.0159134
569.568,-0.0522835,-0.131532,0.0159134
570.68,-0.0522835,-0.131532,0.0159134
572.044,-0.0522835,-0.131532,0.0159134
572.732,-0.0525815,-0.104318,0.018466
573.82,-0.0473858,-0.122502,0.0158962
575.42,-0.0473858,-0.122502,0.0158962
577.236,-0.0473858,-0.122502,0.0158962
578.028,-0.0473858,-0.122502,0.0158962
579.2,-0.0583396,-0.120669,0.0172521
580.456,-0.0583396,-0.120669,0.0172521
582.632,-0.0583396,-0.120669,0.0172521
583.572,-0.0583396,-0.120669,0.0172521
584.64,-0.0607754,-0.132213,0.0188648
586.204,-0.0607754,-0.132213,0.0188648
587.324,-0.0597375,-0.14787,0.0191912
