New mode =, SurroundingModel , dataset_limit=,500,estimation_limit=,500,estimation_dist=,0.4,estimation_min_group_size=,20,threshold_hit=,0,threshold_distance=,0.5,hit_score=,1,miss_score=,-4,hit_position=,0.5,miss_position=,0.9,nearest_sum_n=,2,queue_sum_n=,1,input_coef_avg_best=,0.1,output_size_avg_best=,0,random_sample_coef=,0.4,input_size_avg_worst=,1000,output_coef_avg_worst=,0
1013.18
1014.26
1015.24
1016.38
1017.38
1018.84
1019.86
1020.87
1022.46
1023.85
1024.85
1026.48
1027.46
1028.54
1029.88
1030.86
1031.87
1032.88
1033.89
1034.92
1035.94
1037.46
1038.95
1039.94
1041.03
1042.52
1043.53
1044.53
1045.54
1046.56
1047.55
1048.54
1049.54
1050.55
1051.94
1052.96
1054.84
1055.94
1056.96
1057.98
1059.24
1060.25
1061.29
1062.34
1064.02
1065.02
1066.03
1067.42
1068.42
1069.47
1070.43
1071.49
1072.72
1073.76
1074.74
1075.79
1077.02
1078.02
1079.02
1080.03
1081.04
1082.05
1083.06
1084.1
1085.09
1086.08
1087.09
1088.11
1089.1
1090.1
1091.42
1092.44
1093.47
1095.12
1096.19
1098.53
1099.55
1100.53
1101.84
1103.1
1104.2
1105.16
1106.84
1107.85
1108.87
1109.86
1110.87
1112.25
1113.24
1114.23
1115.9
1116.87
1117.88,6.90524,5.31594,0.0027527
1119.34
1120.53
1121.53
1123.22
1126.02
1127.01
1128.02
1129
1130.03
1131.05
1132.05
1133.24,6.94863,5.31913,-0.0674421
1134.24
1135.38
1136.41
1137.4
1138.7
1139.83
1140.84
1141.84
1142.84
1144.3
1145.34
1146.31
1147.31
1148.32
1149.3
1150.34
1151.67
1152.71
1153.67
1154.7
1155.7
1156.73
1157.73
1159.28
1160.62
1161.63
1162.64
1164.08
1165.11
1166.82
1169.63
1170.81
1171.82
1172.83
1173.84
1174.82
1176.45
1177.71
1178.42
1179.44
1180.83
1181.84
1182.96
1183.95
1184.94
1186.03
1187.08
1188.06
1189.1
1190.45
1191.43
1192.44
1193.49
1194.49
1195.49
1196.48
1197.49
1198.6
1200.35
1201.32
1202.36
1203.53
1204.57
1205.58
1207
1208.02
1209
1210.54
1212.3
1213.65
1214.65
1215.65
1217.67
1218.67
1219.68
1220.68
1221.68
1223.61
1224.65
1225.67
1226.66
1227.7
1228.85
1230.16
1231.67
1232.67
1233.66
1234.68
1235.68
1237.29
1238.28
1239.63
1240.64
1241.68
1242.67
1243.79
1244.78
1245.78
1247.42
1248.68
1249.74
1250.73
1251.74
1252.74
1253.88
1254.88
1255.9
1257.15
1258.27
1259.26
1260.26
1261.26
1262.87
1263.86
1265.54
1268.4
1269.79
1270.77
1271.78
1272.78
1273.8
1274.82
1275.83
1277.56
1278.59
1279.56
