New mode =, AverageModel , dataset_limit=,700,estimation_limit=,200,estimation_dist=,1,estimation_min_group_size=,15,threshold_hit=,0,threshold_distance=,0.5,hit_score=,1,miss_score=,-4,hit_position=,0.5,miss_position=,0.9,nearest_sum_n=,2,queue_sum_n=,1,input_coef_avg_best=,0.1,output_size_avg_best=,0,random_sample_coef=,0.4,input_size_avg_worst=,1000,output_coef_avg_worst=,0
1379.59
1380.02
1381.08
1382.92
1384.8
1385.87,2.4916,-5.71006,0.00640469
1387.26,2.4916,-5.71006,0.00640469
1388.17,2.65659,-4.32044,-0.0399581
1389.8,2.73658,-4.29814,-0.0470948
1391.52,2.84222,-4.42697,-0.0441959
1394.02,2.84222,-4.42697,-0.0441959
1395.23,2.74062,-2.38171,-0.084096
1396,2.69457,-2.69558,-0.0678314
1399,2.78492,-2.08281,-0.082989
1399.95,2.77688,-1.83786,-0.089257
1401.6,2.29476,-0.827313,-0.0718911
1402.54,2.3519,-0.721421,-0.0716711
1403.55,2.36107,-0.733428,-0.0722483
1405.15,2.32508,-0.762792,-0.0722235
1406.26,2.29118,-0.91754,-0.0669
1407.68,2.43344,-1.11563,-0.0621128
1408.76,2.56255,-1.19206,-0.0714257
1409.96,2.45137,-1.30894,-0.0773016
1410.96,2.5385,-1.33549,-0.0811829
1411.9,2.59153,-1.27716,-0.0836565
1412.74,2.46939,-1.19773,-0.0914203
1413.84,2.49536,-1.57056,-0.0838062
1415.22,2.47552,-1.79974,-0.0788911
1416.24,2.45933,-1.62005,-0.081236
1417.38,2.49986,-1.70914,-0.0874231
1418.42,2.49986,-1.70914,-0.0874231
1419.38,2.49986,-1.70914,-0.0874231
1420.29,2.50075,-1.8226,-0.0887311
1421.47,2.50075,-1.8226,-0.0887311
1422.46,2.43622,-1.94857,-0.080656
1424.02,2.43622,-1.94857,-0.080656
1424.97,2.30252,-2.0245,-0.0767699
1426.24,1.86196,-4.45405,-0.018015,3.11733,3.69691,-0.194898
1428.28,1.87034,-4.44271,-0.0183712,3.07841,3.89725,-0.194014
1429.24,1.87034,-4.44271,-0.0183712,3.07841,3.89725,-0.194014
1430.48,1.86968,-4.58737,-0.0147769,3.01168,3.75985,-0.197822
1431.14,1.86968,-4.58737,-0.0147769,3.01168,3.75985,-0.197822
1432.29,1.86968,-4.58737,-0.0147769,3.01168,3.75985,-0.197822
1433.88,1.88142,-4.4326,-0.0190153,3.03224,3.67833,-0.195181
1435.16,1.89387,-4.45278,-0.0188889,3.03224,3.67833,-0.195181
1436.02,1.8318,-4.52826,-0.0147598,3.01127,3.7265,-0.194439
1437.32,1.87704,-4.45442,-0.0125323,2.93914,3.83695,-0.1904
1438.4,1.91128,-4.51401,-0.0142728,2.97463,3.90909,-0.189016
1439.07,1.83078,-4.47258,-0.0177231,3.03304,3.76307,-0.17841
1440.05,1.86727,-4.51747,-0.022377,2.86424,3.86168,-0.186655
1441.43,1.80077,-4.53448,-0.0130335,2.96359,3.77747,-0.187193
1442.5,1.52736,-4.01886,-0.0280214,2.88564,3.75392,-0.185815
1443.5,1.49827,-4.02768,-0.0284666,2.8031,3.57999,-0.16955
1445.92,1.43136,-4.08434,-0.0267325,2.81191,3.84492,-0.174469
1447.44,1.37795,-4.23288,-0.0201498,2.79148,3.80885,-0.178206
1449.01,1.41197,-4.14339,-0.0187397,2.75139,3.8669,-0.174731
1449.72,1.41197,-4.14339,-0.0187397,2.75139,3.8669,-0.174731
1451.02,1.41497,-4.16924,-0.0119857,2.69847,4.00674,-0.184172
1451.83,1.41497,-4.16924,-0.0119857,2.69847,4.00674,-0.184172
1453.31,2.85038,4.5577,-0.212646,1.53212,-4.31416,-0.00874478
1455.07,2.55197,5.49324,-0.206849,1.47361,-4.27898,-0.00717867
1457.18,2.55197,5.49324,-0.206849,1.47361,-4.27898,-0.00717867
1458.23,2.55197,5.49324,-0.206849,1.47361,-4.27898,-0.00717867
1459.44,2.69752,4.74161,-0.228471,1.53383,-4.41578,-0.00847537
1460.34,2.69752,4.74161,-0.228471,1.53383,-4.41578,-0.00847537
1461.49,2.69752,4.74161,-0.228471,1.55011,-4.42861,-0.0060031
1462.62,2.62461,5.51578,-0.20664,1.57328,-4.43311,-0.00777837
1465.59,2.75078,4.84472,-0.226846,1.57516,-4.44264,-0.00653419
1466.64,2.74414,4.94106,-0.220424,1.49765,-4.53515,0.00118215
1467.46,2.71941,4.83954,-0.2237,1.48933,-4.57243,0.0022716
1468.45,1.51203,-4.60061,0.00592238,2.88619,4.25502,-0.211813
1469.46,1.51137,-4.51712,0.00124922,2.86895,4.29392,-0.222342
1470.48,1.42522,-4.4373,0.000951326,2.93647,4.3451,-0.22428
1472.48,1.37465,-4.39735,0.00259478,2.93647,4.3451,-0.22428
1473.41,1.41492,-4.45945,0.00319375,2.93647,4.3451,-0.22428
1475.46,1.41492,-4.45945,0.00319375,2.93647,4.3451,-0.22428
1476.96,1.41492,-4.45945,0.00319375,2.93647,4.3451,-0.22428
1477.92,1.38355,-4.23261,-0.000653821,2.8947,4.33677,-0.221291
