New mode =, SurroundingModel , dataset_limit=,2500,estimation_limit=,300,estimation_dist=,0.8,estimation_min_group_size=,15,threshold_hit=,0,threshold_distance=,0.5,hit_score=,1,miss_score=,-4,hit_position=,0.5,miss_position=,0.9,nearest_sum_n=,2,queue_sum_n=,1,input_coef_avg_best=,0.1,output_size_avg_best=,0,random_sample_coef=,0.4,input_size_avg_worst=,1500,output_coef_avg_worst=,0
1378.03
1379.02
1380.01
1381.05
1382.8
1384.68,3.94921,-5.71903,-0.181343
1385.68,3.85629,-5.67705,-0.125271
1386.68
1388.02,2.74098,-5.85101,-0.037634
1389.71,2.81298,-5.81555,-0.0851732,0.744785,-13.3628,-0.182425
1391.5,2.87427,-5.7668,-0.0890045,0.744785,-13.3628,-0.182425
1393.98,2.9572,-5.74744,-0.0804008,0.695723,-13.3824,-0.20046
1395.01,0.744785,-13.3628,-0.182425
1396.06,2.72798,-5.71927,-0.046986
1398.87,2.57268,-5.68342,-0.121781,2.69764,3.72185,-0.0204896
1399.88,2.74416,-5.63358,-0.0362621,2.99835,3.4539,-0.041576
1401.5,2.79783,3.75699,-0.037137,2.10577,-6.01191,-0.123392,3.32126,-3.78052,-0.230181
1402.47,2.79744,3.72721,-0.0685869,2.41347,-5.92808,-0.137356,7.46139,5.15059,-0.335626
1403.5,2.80704,3.67548,-0.0463463,2.50612,-5.9086,-0.0677149,7.46397,5.09717,-0.347381
1405.01,2.84504,3.22754,-0.0698459,0.368298,-9.78361,-0.491739
1406.11,2.92758,3.76796,-0.0463012,0.470911,-7.05282,-0.202724,7.81951,-0.584537,-0.173278
1407.64,1.09399,-5.99606,-0.109683,2.77274,3.63418,-0.0550497
1408.64,1.3078,-5.8679,-0.115151,2.99525,3.74151,-0.0415352
1409.75,2.98556,4.31959,-0.0575857,1.34105,-5.84134,-0.116456
1410.74,2.74665,3.71803,-0.0225272,1.30975,-5.85117,-0.111571
1411.74,2.88601,3.55983,-0.0805454,1.32454,-5.81923,-0.103817
1412.75,2.88957,3.58409,-0.08246,1.75431,-5.33998,-0.160592
1413.75,2.84039,3.64691,-0.0883238,2.32008,-4.91641,-0.170182
1415.03,2.88531,3.55826,-0.0642189,2.21812,-5.11682,-0.184188
1416.09,2.82482,3.84641,-0.0658604,2.31977,-5.04301,-0.165738
1417.25,2.77885,3.87245,-0.0698311,2.3902,-5.17051,-0.172566
1418.27,2.82949,3.79004,-0.0646377,2.29834,-5.23612,-0.162298,-2.84415,9.62771,-0.105997
1419.25,2.90013,3.67676,-0.0880154,2.23116,-5.18312,-0.197503,-2.76652,9.58761,-0.0848317
1420.26,2.85636,3.69261,-0.0686906,2.18883,-5.10829,-0.180636,-2.84415,9.62771,-0.105997
1421.25,2.89997,3.64978,-0.0920154,2.17178,-5.00726,-0.212403,-2.68479,9.3291,-0.0326973
1422.3,2.84467,3.94621,-0.0505541,2.2134,-5.06495,-0.172648,-2.71943,9.30496,-0.0623416
1423.82,2.88708,3.90986,-0.0692916,1.65865,-5.34557,-0.177947,-2.66666,9.30884,-0.0257719
1424.78,2.73896,3.92909,-0.0486253,2.18642,-5.00259,-0.168171,-2.71943,9.30496,-0.0623416
1426.17,2.76723,3.87886,-0.0597864,1.40589,-5.49233,-0.166335,-2.72677,9.32794,-0.0404866
1427.91,2.75918,4.0857,-0.0621913,1.84226,-5.17641,-0.191266,-2.72677,9.32794,-0.0404866
1429.1,2.7757,4.06303,-0.0658241,1.84226,-5.17641,-0.191266,-2.72677,9.32794,-0.0404866
1430.1,2.83153,4.13562,-0.0554874,2.01015,-5.52458,-0.126304,-2.66734,9.32202,-0.0542046
1431.13,2.77889,3.68062,-0.0742934,1.87988,-5.61967,-0.124923
1432.15,2.83153,4.13562,-0.0554874,1.95135,-5.48144,-0.122631,-2.72345,9.43372,-0.0560618
1433.91,2.75899,3.75706,-0.0767322,1.87988,-5.61967,-0.124923
1435.09,2.74885,3.78713,-0.0607203,1.96492,-5.51497,-0.101904
1436.02,2.73972,3.7767,-0.0680987,1.96492,-5.51497,-0.101904
1437,2.78142,4.03437,-0.0660779,1.9633,-5.54811,-0.0895318
1438.08,2.75347,4.03508,-0.0603097,1.98231,-5.58236,-0.0999653
1439.06,2.75133,4.02262,-0.0601315,1.95864,-5.55245,-0.0947197
1440.06,2.59182,4.03723,-0.0541887,1.88043,-5.51514,-0.111257
1441.37,2.61365,3.99924,-0.0561395,1.83978,-5.50273,-0.12937
1442.37,2.6692,3.95541,-0.052077,1.94456,-5.62954,-0.11796
1443.55,2.65147,3.99702,-0.0484671,1.66299,-4.80568,-0.260331
1445.75,2.66586,4.04424,-0.0526881,1.75799,-5.07379,-0.225672,-0.665456,-8.39494,-0.102383,-1.90532,-10.5226,-0.0671512
1447.22,2.67283,4.03012,-0.0646174,1.75158,-5.12568,-0.218593,-0.689835,-8.37815,-0.12919,-1.92846,-10.4887,-0.0705318
1448.72,2.67284,4.0023,-0.0564272,1.2661,-5.46077,-0.174558,-0.680623,-8.39044,-0.116943,0.142402,-1.61124,-0.104854,-1.91455,-10.4543,-0.0669488
1449.72,2.67284,4.0023,-0.0564272,1.74443,-5.15249,-0.219366,-0.693089,-8.35971,-0.0938296,-1.92846,-10.4887,-0.0705318
